emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url
166671,European,29-29-279,Bone,,,Bohemia|Kladno|Hostoun|Vebr's Brickyard,Bone,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,One bone fragment.,,,,,,,,,,,,http://www.penn.museum/collections/object/166671
166672,European,29-29-280,Bone,,,Bohemia|Kladno|Hostoun|Vebr's Brickyard,Bone,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one bone fragment.,,,,,,,,,,,,http://www.penn.museum/collections/object/166672
258237,European,29-29-281,Bone,,,Bohemia|Kladno|Hostoun|Vebr's Brickyard,Bone,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,Each number represents one bone fragment.,,,,,,,,,,,,http://www.penn.museum/collections/object/258237
306230,European,29-29-282,Bone,,,Bohemia|Kladno|Hostoun|Vebr's Brickyard,Bone,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one bone fragment.,,,,,,,,,,,,http://www.penn.museum/collections/object/306230
157631,European,29-29-283,Bone,,,Bohemia|Kladno|Hostoun|Vebr's Brickyard,Bone,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one bone fragment.,,,,,,,,,,,,http://www.penn.museum/collections/object/157631
156411,European,29-29-284,Bone,,,Bohemia|Kladno|Hostoun|Vebr's Brickyard,Bone,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,Each number represents one bone fragment.,,,,,,,,,,,,http://www.penn.museum/collections/object/156411
115799,European,29-29-285,Bone,,,Bohemia|Kladno|Hostoun|Vebr's Brickyard,Bone,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,Each number represents one bone fragment.,,,,,,,,,,,,http://www.penn.museum/collections/object/115799
162883,European,29-29-286,Bone,,,Bohemia|Kladno|Hostoun|Vebr's Brickyard,Bone,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,Each number represents one bone fragment.,,,,,,,,,,,,http://www.penn.museum/collections/object/162883
238133,European,29-29-287,Bone,,,Bohemia|Kladno|Hostoun|Vebr's Brickyard,Bone,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one bone fragment.,,,,,,,,,,,,http://www.penn.museum/collections/object/238133
296576,European,29-29-288,Bone,,,Bohemia|Kladno|Hostoun|Vebr's Brickyard,Bone,,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,one bone fragment.,,,,,,,,,,,,http://www.penn.museum/collections/object/296576
19399,European,29-29-289,Bone Fragments,,Neolithic|Stroked Phase,Bohemia|Kladno|Hostoun|Vebr's Brickyard,Bone,Neolithic|Stroked Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,Box of tiny fragments.,,,,,,,,,,,,http://www.penn.museum/collections/object/19399
289122,European,29-29-1044,Antler,,Bronze Age III|Knoviz Phase,Bohemia|Kladno|Stehelceves|U Zajezda,Antler,Bronze Age III|Knovis Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,,,,,,,15.4,,,,cm,,http://www.penn.museum/collections/object/289122
212454,European,29-29-1150,Object,,Bronze Age III,Bohemia|Prague|Bubenec,Bone,Bronze Age III|Knovis Phase,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,"Shin bone, possibly cattle? Used as ""runner.""",,,,,,26.5,,,,cm,,http://www.penn.museum/collections/object/212454
307532,European,29-29-1431,Tusk,,Slavic,Bohemia|Budec,Bone (uncertain),,,,,"University Museum / Harvard Peabody Museum Expedition to Central Europe (Bohemia); Vladimir J. Fewkes, 1929",,Piece of tusk. Small.,,,,,,,,,,,,http://www.penn.museum/collections/object/307532
365191,European,29-179-102,Handle,,Neolithic|Swiss Lake Dweller,Switzerland (uncertain),Stag Horn,Neolithic,,,,"Gift of Randolph Clay, 1912",,"Prongs of stagshorn, beveled at base but not socketed. Has a polished top.",,,,,,20.3,,,,cm,,http://www.penn.museum/collections/object/365191
349299,European,29-179-103,Handle,,Neolithic|Swiss Lake Dweller,Switzerland (uncertain),Stag Horn,Neolithic,,,,"Gift of Randolph Clay, 1912",,"Prongs of stagshorn, beveled at base but not socketed. Smoothed all over",,,,,,13.0,,,,cm,,http://www.penn.museum/collections/object/349299
345424,European,29-179-104,Handle,,Neolithic|Swiss Lake Dweller,Switzerland (uncertain),Stag Horn,Neolithic,,,,"Gift of Randolph Clay, 1912",,"Prongs of stagshorn, beveled at base but not socketed. Smoothed all over",,,,,,11.8,,,,cm,,http://www.penn.museum/collections/object/345424
365192,European,29-179-105,Awl,,Neolithic|Swiss Lake Dweller,Switzerland (uncertain),Bone,Neolithic,,,,"Gift of Randolph Clay, 1912",,"Bone, made from a rib.  Sharp point",,,,,,17.0,1.9,,,cm,,http://www.penn.museum/collections/object/365192
367596,European,29-181-18,Implement,,Mousterian,France|Dordogne|Grotte des Carnassiers|Vallon des Rebieres,Bone,Mousterian,,,,"Gift of Eugene Pittard through Dr. Farabee, 1919",,The pointed (broken) ends show signs of polish as if used in preparing hides.,,,,,,,,,,,,http://www.penn.museum/collections/object/367596
367597,European,29-181-19,Implement,,Mousterian,France|Dordogne|Grotte des Carnassiers|Vallon des Rebieres,Bone,Mousterian,,,,"Gift of Eugene Pittard through Dr. Farabee, 1919",,The round-pointed (broken) end shows signs of polish as if used in the preparation of hides.,,,,,,,,,,,,http://www.penn.museum/collections/object/367597
367598,European,29-181-20,Bone Fragment,,Mousterian,France|Dordogne|Grotte des Carnassiers|Vallon des Rebieres,Bone,Mousterian,,,,"Gift of Eugene Pittard through Dr. Farabee, 1919",,Showing scratches or cuts from flint implements (used to remove the flesh?).,,,,,,,,,,,,http://www.penn.museum/collections/object/367598
367599,European,29-181-21,Bone Fragment,,Mousterian,France|Dordogne|Grotte des Carnassiers|Vallon des Rebieres,Bone,Mousterian,,,,"Gift of Eugene Pittard through Dr. Farabee, 1919",,Showing scratched or cuts from flint implements (used to remove the flesh?).,,,,,,,,,,,,http://www.penn.museum/collections/object/367599
367600,European,29-181-22,Implement,,Mousterian,France|Dordogne|Grotte des Carnassiers|Vallon des Rebieres,Bone,Mousterian,,,,"Gift of Eugene Pittard through Dr. Farabee, 1919",,Used in pressure flaking of flint implements; or as an anvil (enclume) - the chopping-block of MacCurdy.,,,,,,,,,,,,http://www.penn.museum/collections/object/367600
367601,European,29-181-23,Implement,,Mousterian,France|Dordogne|Grotte des Carnassiers|Vallon des Rebieres,Bone,Mousterian,,,,"Gift of Eugene Pittard through Dr. Farabee, 1919",,Used in pressure flaking of flint implements; or as an anvil (enclume) -- the chipping-block of MacCurdy.,,,,,,,,,,,,http://www.penn.museum/collections/object/367601
367602,European,29-181-24,Implement,,Mousterian,France|Dordogne|Grotte des Carnassiers|Vallon des Rebieres,Bone,Mousterian,,,,"Gift of Eugene Pittard through Dr. Farabee, 1919",,Used in pressure flaking of flint implements; or as an anvil (enclume) -- the chopping-block of MacCurdy.,,,,,,,,,,,,http://www.penn.museum/collections/object/367602
367603,European,29-181-25,Implement,,Mousterian,France|Dordogne|Grotte des Carnassiers|Vallon des Rebieres,Bone,Mousterian,,,,"Gift of Eugene Pittard through Dr. Farabee, 1919",,Used in pressure flaking of flint implements; or as an anvil (enclume) -- the chopping-block of MacCurdy.,,,,,,,,,,,,http://www.penn.museum/collections/object/367603
264801,European,EU458D,Gravette Point,,Upper Aurignacian,France|Dordogne|Labatut|Roches de Sergeac,Flint,Upper Aurignacian,,,,"Purchased from Louis Didon, 1913",,"Original Card:  Flint Implement - ""fragments of ""points"" of La Gravette type<br /><br />Revised Card: Flint Gravette point -  Fractured at both ends.  Light grayish speckled patination.",,,,,,,,,,,48,http://www.penn.museum/collections/object/264801
310050,European,EU458I,Gravette Point,,Upper Aurignacian,France|Dordogne|Labatut|Roches de Sergeac,Flint,Upper Aurignacian,,,,"Purchased from Louis Didon, 1913",,"Original Card:  Flint Implement - ""fragments of ""points"" of La Gravette type<br /><br />Revised Card: Flint Gravette point -  Fractured at both ends.  Cream-colored and light orange patination.",,,,,,,,,,,49,http://www.penn.museum/collections/object/310050
352557,European,37-31-6,Animal Tooth,,,Belgium|Engihoul,Animal Tooth,,,,,"Gift of Virginia Beggs, 1937",,Animal tooth,,,,,,,,,,,,http://www.penn.museum/collections/object/352557
346981,European,37-31-4,Bear Tooth,,Aurignacian,Belgium|Engihoul,Bear Tooth,Aurignacian,,,,"Gift of Virginia Beggs, 1937",,Bear's Tooth,,,,,,,,,,,,http://www.penn.museum/collections/object/346981
346982,European,37-31-5,Bear Tooth,,Aurignacian,Belgium|Engihoul,Bear Tooth,Aurignacian,,,,"Gift of Virginia Beggs, 1937",,Bear's Tooth,,,,,,,,,,,,http://www.penn.museum/collections/object/346982
346931,European,38-30-1,Javelin Point,,Magdalenian II,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian II,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81604 written on object in red ink.<br /><br />Bone. With doubly bevelled base,,,,,,12.3,1.6,,,cm,81604,http://www.penn.museum/collections/object/346931
348391,European,38-30-2,Javelin Point,,Magdalenian II,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian II,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81604 written on object in black ink.<br /><br />Bone. With doubly bevelled base.  Slightly curved. Parallel incisions on one side,,,,,,12.5,1.4,,,cm,81604,http://www.penn.museum/collections/object/348391
355824,European,38-30-3,Javelin Point,,Magdalenian II,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian II,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81604 written on object in red ink.<br /><br />Bone. With doubly bevelled end which shows striations.  Doubly bevelled at opposite end also.,,,,,,11.5,1.0,,,cm,81604,http://www.penn.museum/collections/object/355824
371963,European,38-30-4,Javelin Point|Baguette Demi-Ronde,,Magdalenian II,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian II,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81502 written on object in red ink.<br /><br />Bone.  One side flat; opposite side convex.  NOTE:  Mr. Movius catalogued as Javelin point with doubly bevelled base.,,,,,,11.4,1.4,,,cm,81502,http://www.penn.museum/collections/object/371963
371965,European,38-30-6,Point,,Magdalenian II,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian II,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81508 written on object in black ink.<br /><br />Long bone point with pointed base. slightly curved,,,,,,9.7,0.8,,,cm,81508,http://www.penn.museum/collections/object/371965
371966,European,38-30-7,Point,,Magdalenian II,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian II,,,,"Exchange with Peabody Museum, Harvard, 1938",,"One object, now broken into 2 pieces. Number 81508 written on object in red ink.<br /><br />Long bone point with double bevelled base. slightly curved",,,,,,13.5,0.7,,,cm,81508,http://www.penn.museum/collections/object/371966
371967,European,38-30-8,Point,,Magdalenian III,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian III,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81478 written on object in black ink.<br /><br />Short bone point with bevelled end and groove,,,,,,7.1,1.0,,,cm,81478,http://www.penn.museum/collections/object/371967
371968,European,38-30-9,Point,,Magdalenian III,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian III,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81478 written on object in black ink.<br /><br />Short bone point with bevelled end and groove,,,,,,5.4,0.9,,,cm,81478,http://www.penn.museum/collections/object/371968
371969,European,38-30-10,Point,,Magdalenian III,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian III,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81478 written on object in black ink.<br /><br />Short bone point with bevelled end and groove,,,,,,4.9,0.7,,,cm,81478,http://www.penn.museum/collections/object/371969
371970,European,38-30-11,Point,,Magdalenian III,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian III,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81478 written on object in black ink.<br /><br />Short bone point with bevelled end and groove,,,,,,5.9,1.1,,,cm,81478,http://www.penn.museum/collections/object/371970
371971,European,38-30-12,Point,,Magdalenian III,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian III,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81478 written on object in black ink.<br /><br />Short bone point with single bevelled end and two grooves on opposites sides,,,,,,7.4,1.1,,,cm,81478,http://www.penn.museum/collections/object/371971
371972,European,38-30-13,Point,,Magdalenian III,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian III,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81478 written on object in black ink.<br /><br />Short bone point with single bevelled end and two grooves on opposites sides,,,,,,5.5,0.8,,,cm,81478,http://www.penn.museum/collections/object/371972
371973,European,38-30-15,Point,,Magdalenian III,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian III,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81478 written on object in black ink.<br /><br />Short bone point with single bevelled end and two grooves on opposites sides,,,,,,4.3,0.6,,,cm,81478,http://www.penn.museum/collections/object/371973
371975,European,38-30-17,Point,,Magdalenian III,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian III,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81478 written on object in black ink.<br /><br />Short bone point with single bevelled end,,,,,,7.95,1.1,,,cm,81478,http://www.penn.museum/collections/object/371975
371976,European,38-30-18,Point,,Magdalenian III,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian III,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81478 written on object in black ink.<br /><br />Short bone point with single bevelled end and two grooves on opposite sides,,,,,,4.9,0.9,,,cm,81478,http://www.penn.museum/collections/object/371976
371978,European,38-30-19B,Point,,Magdalenian,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian,,,,"Exchange with Peabody Museum, Harvard, 1938",,"One object, now broken into 2 pieces. Number 81512 written on object in black ink.<br /><br />Bone point with bibrucate butt.  Decorative incisions on both sides.  See cast (A) made by Virginia Beggs.",,,Incised,,,9.5,0.9,,,cm,81512,http://www.penn.museum/collections/object/371978
371977,European,38-30-19A,Point|Cast,,Magdalenian,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone|Plaster,Magdalenian|Modern,1930-1938,1930,1938,"Exchange with Peabody Museum, Harvard, 1938",,"One object, now broken into 2 pieces. Number 81512 written on object in black ink.<br /><br />Bone point with bibrucate butt.  Decorative incisions on both sides. Made by Virginia Beggs.  See B - original",,,Incised,,,9.5,0.9,,,cm,81512,http://www.penn.museum/collections/object/371977
371982,European,38-30-22,Point,,Magdalenian,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81512 written on object in black ink.<br /><br />Bone point with bibrucate butt. Decorative incision on both sides,,,Incised,,,7.7,0.8,,,cm,81512,http://www.penn.museum/collections/object/371982
371964,European,38-30-5,Point,,Magdalenian II,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian II,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81502 written on object in red ink.<br /><br />Long bone point with pointed base. slightly curved,,,,,,15.7,0.8,,,cm,81502 [177]|177 (tag),http://www.penn.museum/collections/object/371964
371983,European,38-30-23,Point,,Magdalenian,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81512 written on object in black ink.<br /><br />Bone point with bibrucate butt. Decorative incision on both sides,,,Incised,,,8.8,0.9,,,cm,81512 [46]|97 ? (tag)|46 ? (tag),http://www.penn.museum/collections/object/371983
371984,European,38-30-24,Point,,Magdalenian,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81484 written on object in black ink.<br /><br />Bone point: flat on one side and decorated with incised lines; opposite side with longitudinal groove,,,Incised,,,9.9,1.0,,,cm,81484,http://www.penn.museum/collections/object/371984
371985,European,38-30-25,Point,,Magdalenian,France|Hautes-Pyrenees|Lourdes|Espelugues Cave,Bone,Magdalenian,,,,"Exchange with Peabody Museum, Harvard, 1938",,Number 81484 written on object in black ink.<br /><br />Bone point: 3 longitudinal grooves on upper and under surfaces and side,,,,,,7.8,1.0,,,cm,81484,http://www.penn.museum/collections/object/371985
